URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://dicom.nema.org/medical/dicom/current/output/chtml/part16/sect_CID_29.html,2025.3.20250714,active,"1.2.840.10008.6.1.19",AcquisitionModality,,"Transitive closure of CID 29 AcquisitionModality","StructureDefinition/fr-imaging-study-examen-imagerie-dicom","DICOM"
http://hl7.org/fhir/ValueSet/observation-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.403",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","StructureDefinition/fr-en-rapport-avec-accident-travail,StructureDefinition/fr-batterie-examen-et-surveillance-prenataux,StructureDefinition/fr-observation-statut-document,StructureDefinition/fr-observation-resultat-document,StructureDefinition/fr-observation-recherche-micro-organismes,StructureDefinition/fr-batterie-examen-biologie-medicale,StructureDefinition/fr-non-remboursable,StructureDefinition/fr-observation-contexte,StructureDefinition/fr-hors-nomenclature,StructureDefinition/fr-en-rapport-avec-la-prevention,StructureDefinition/fr-observation-renouvellement,StructureDefinition/fr-observation-grossesse-document,StructureDefinition/fr-en-rapport-avec-ald,StructureDefinition/fr-observation-difficulte,StructureDefinition/fr-signes-vitaux-document,StructureDefinition/fr-administration-de-derives-du-sang,StructureDefinition/fr-observation-groupe-questionnaires-evaluation,StructureDefinition/fr-observation-transfusion-de-produits-sanguins,StructureDefinition/fr-observation-statut,StructureDefinition/fr-observation-modalite-sortie,StructureDefinition/fr-acte-biologie-prescrit,StructureDefinition/fr-resultats-examens-de-biologie-element-clinique-pertinent,StructureDefinition/fr-quantity-dicom,StructureDefinition/fr-historique-de-la-grossesse,StructureDefinition/fr-observation-isolat-microbiologique,StructureDefinition/fr-observation-synthese-medicale-sejour-document,StructureDefinition/fr-observation-dicom,StructureDefinition/fr-observation-sur-echelle-douleur,StructureDefinition/fr-observation-naissance-document,StructureDefinition/fr-observation-evaluation,StructureDefinition/fr-signes-vital-Observe-document,StructureDefinition/fr-observation-modalite-entree,StructureDefinition/fr-accidents-transfusionnels,StructureDefinition/fr-observation-habitus-mode-de-vie,StructureDefinition/fr-objectifs-de-reference-dicom","THO"
http://hl7.org/fhir/ValueSet/observation-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.396",LOINCCodes,LOINC Codes,"This value set includes all LOINC codes","StructureDefinition/fr-en-rapport-avec-accident-travail,StructureDefinition/fr-batterie-examen-et-surveillance-prenataux,StructureDefinition/fr-observation-statut-document,StructureDefinition/fr-observation-resultat-document,StructureDefinition/fr-observation-recherche-micro-organismes,StructureDefinition/fr-batterie-examen-biologie-medicale,StructureDefinition/fr-non-remboursable,StructureDefinition/fr-observation-contexte,StructureDefinition/fr-hors-nomenclature,StructureDefinition/fr-en-rapport-avec-la-prevention,StructureDefinition/fr-observation-renouvellement,StructureDefinition/fr-observation-grossesse-document,StructureDefinition/fr-en-rapport-avec-ald,StructureDefinition/fr-observation-difficulte,StructureDefinition/fr-administration-de-derives-du-sang,StructureDefinition/fr-observation-groupe-questionnaires-evaluation,StructureDefinition/fr-observation-transfusion-de-produits-sanguins,StructureDefinition/fr-observation-statut,StructureDefinition/fr-observation-modalite-sortie,StructureDefinition/fr-acte-biologie-prescrit,StructureDefinition/fr-resultats-examens-de-biologie-element-clinique-pertinent,StructureDefinition/fr-quantity-dicom,StructureDefinition/fr-historique-de-la-grossesse,StructureDefinition/fr-observation-isolat-microbiologique,StructureDefinition/fr-observation-synthese-medicale-sejour-document,StructureDefinition/fr-observation-dicom,StructureDefinition/fr-observation-sur-echelle-douleur,StructureDefinition/fr-observation-naissance-document,StructureDefinition/fr-observation-evaluation,StructureDefinition/fr-observation-modalite-entree,StructureDefinition/fr-accidents-transfusionnels,StructureDefinition/fr-observation-habitus-mode-de-vie,StructureDefinition/fr-objectifs-de-reference-dicom","LOINC"
http://hl7.org/fhir/ValueSet/observation-interpretation,4.0.1,active,"2.16.840.1.113883.4.642.3.399",ObservationInterpretationCodes,Observation Interpretation Codes,"A categorical assessment, providing a rough qualitative interpretation of the observation value,    such as “normal”/ “abnormal”,”low” / “high”, “better” / “worse”, “susceptible” / “resistant”, “expected”/ “not expected”.    The value set is intended to be for ANY use where coded representation of an interpretation is needed.             Notes:          This is being communicated in v2.x in OBX-8 (Observation Interpretation), in v3 in ObservationInterpretation (CWE) in R1 (Representative Realm) and in FHIR in    Observation.interpretation. Historically these values come from the laboratory domain, and these codes are extensively    used. The value set binding is extensible, so codes outside the value set that are needed for interpretation concepts    (i.e. particular meanings) that are not included in the value set can be used, and these new codes may also be added to    the value set and published in a future version.","StructureDefinition/fr-en-rapport-avec-accident-travail,StructureDefinition/fr-batterie-examen-et-surveillance-prenataux,StructureDefinition/fr-observation-statut-document,StructureDefinition/fr-observation-resultat-document,StructureDefinition/fr-observation-recherche-micro-organismes,StructureDefinition/fr-batterie-examen-biologie-medicale,StructureDefinition/fr-non-remboursable,StructureDefinition/fr-observation-contexte,StructureDefinition/fr-hors-nomenclature,StructureDefinition/fr-en-rapport-avec-la-prevention,StructureDefinition/fr-observation-renouvellement,StructureDefinition/fr-observation-grossesse-document,StructureDefinition/fr-en-rapport-avec-ald,StructureDefinition/fr-observation-difficulte,StructureDefinition/fr-signes-vitaux-document,StructureDefinition/fr-administration-de-derives-du-sang,StructureDefinition/fr-observation-groupe-questionnaires-evaluation,StructureDefinition/fr-observation-transfusion-de-produits-sanguins,StructureDefinition/fr-observation-statut,StructureDefinition/fr-observation-modalite-sortie,StructureDefinition/fr-acte-biologie-prescrit,StructureDefinition/fr-resultats-examens-de-biologie-element-clinique-pertinent,StructureDefinition/fr-quantity-dicom,StructureDefinition/fr-historique-de-la-grossesse,StructureDefinition/fr-observation-isolat-microbiologique,StructureDefinition/fr-observation-synthese-medicale-sejour-document,StructureDefinition/fr-observation-dicom,StructureDefinition/fr-observation-sur-echelle-douleur,StructureDefinition/fr-observation-naissance-document,StructureDefinition/fr-observation-evaluation,StructureDefinition/fr-signes-vital-Observe-document,StructureDefinition/fr-observation-modalite-entree,StructureDefinition/fr-accidents-transfusionnels,StructureDefinition/fr-observation-habitus-mode-de-vie,StructureDefinition/fr-objectifs-de-reference-dicom","THO (V3)"
http://hl7.org/fhir/ValueSet/observation-methods,4.0.1,draft,"2.16.840.1.113883.4.642.3.395",ObservationMethods,Observation Methods,"Observation Method codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 272394005 (Technique (qualifier value)) or is-a 129264002 (Action (qualifier value)) or is-a 386053000 (Evaluation procedure(procedure))","StructureDefinition/fr-batterie-examen-et-surveillance-prenataux,StructureDefinition/fr-observation-modalite-sortie,StructureDefinition/fr-batterie-examen-biologie-medicale,StructureDefinition/fr-acte-biologie-prescrit,StructureDefinition/fr-resultats-examens-de-biologie-element-clinique-pertinent,StructureDefinition/fr-quantity-dicom,StructureDefinition/fr-signes-vitaux-document,StructureDefinition/fr-historique-de-la-grossesse,StructureDefinition/fr-observation-isolat-microbiologique,StructureDefinition/fr-observation-dicom,StructureDefinition/fr-observation-naissance-document,StructureDefinition/fr-observation-sur-echelle-douleur,StructureDefinition/fr-signes-vital-Observe-document,StructureDefinition/fr-observation-evaluation,StructureDefinition/fr-observation-modalite-entree,StructureDefinition/fr-observation-groupe-questionnaires-evaluation,StructureDefinition/fr-observation-habitus-mode-de-vie,StructureDefinition/fr-objectifs-de-reference-dicom","SCT"
http://hl7.org/fhir/ValueSet/observation-status,4.0.1,active,"2.16.840.1.113883.4.642.3.400",ObservationStatus,ObservationStatus,"Codes providing the status of an observation.","StructureDefinition/fr-en-rapport-avec-accident-travail,StructureDefinition/fr-batterie-examen-et-surveillance-prenataux,StructureDefinition/fr-observation-statut-document,StructureDefinition/fr-observation-resultat-document,StructureDefinition/fr-observation-recherche-micro-organismes,StructureDefinition/fr-batterie-examen-biologie-medicale,StructureDefinition/fr-non-remboursable,StructureDefinition/fr-observation-contexte,StructureDefinition/fr-hors-nomenclature,StructureDefinition/fr-en-rapport-avec-la-prevention,StructureDefinition/fr-observation-renouvellement,StructureDefinition/fr-observation-grossesse-document,StructureDefinition/fr-en-rapport-avec-ald,StructureDefinition/fr-observation-difficulte,StructureDefinition/fr-signes-vitaux-document,StructureDefinition/fr-administration-de-derives-du-sang,StructureDefinition/fr-observation-groupe-questionnaires-evaluation,StructureDefinition/fr-observation-transfusion-de-produits-sanguins,StructureDefinition/fr-observation-statut,StructureDefinition/fr-observation-modalite-sortie,StructureDefinition/fr-acte-biologie-prescrit,StructureDefinition/fr-resultats-examens-de-biologie-element-clinique-pertinent,StructureDefinition/fr-quantity-dicom,StructureDefinition/fr-historique-de-la-grossesse,StructureDefinition/fr-observation-isolat-microbiologique,StructureDefinition/fr-observation-synthese-medicale-sejour-document,StructureDefinition/fr-observation-dicom,StructureDefinition/fr-observation-sur-echelle-douleur,StructureDefinition/fr-observation-naissance-document,StructureDefinition/fr-observation-evaluation,StructureDefinition/fr-signes-vital-Observe-document,StructureDefinition/fr-observation-modalite-entree,StructureDefinition/fr-accidents-transfusionnels,StructureDefinition/fr-observation-habitus-mode-de-vie,StructureDefinition/fr-objectifs-de-reference-dicom","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/observation-vitalsignresult,4.0.1,active,"2.16.840.1.113883.3.88.12.80.62",VitalSigns,Vital Signs,"This value set indicates the allowed vital sign result types.   The LOINC code for Vitals Signs panel (85353-1) is a grouping structure for a set of vital signs and includes related links (with type=has-member) to the Observations in this set (e.g. respiratory rate, heart rate, BP).  The Blood pressure panel (85354-9) is used to group the component observations Systolic blood pressure (8480-6) and Diastolic blood pressure (8462-4).","StructureDefinition/fr-signes-vitaux-document,StructureDefinition/fr-signes-vital-Observe-document","LOINC"
http://hl7.org/fhir/ValueSet/organization-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.414",OrganizationType,Organization type,"This example value set defines a set of codes that can be used to indicate a type of organization.","StructureDefinition/fr-organization-document","THO"
http://hl7.org/fhir/ValueSet/participant-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.152",ParticipantRoles,Participant Roles,"Roles of participants that may be included in a care team.  Defined as: Is a Person, Healthcare professional (occupation) or Healthcare related organization (qualifier value).","StructureDefinition/fr-service-request-demande-d-examen-ou-de-suivi,StructureDefinition/fr-device-request-medicaldevice","SCT"
http://hl7.org/fhir/ValueSet/patient-contactrelationship,4.0.1,active,"2.16.840.1.113883.4.642.3.1130",PatientContactRelationship,Patient Contact Relationship ,"The nature of the relationship between the patient and the contact person.","StructureDefinition/fr-patient-ins-document,StructureDefinition/fr-patient-document","THO (V2)"
http://hl7.org/fhir/ValueSet/performer-function,4.0.1,draft,,Performer Function Codes,,"The types of involvement of the performer in the Event.","StructureDefinition/fr-diagnostic-report-document","THO (V3)"
http://hl7.org/fhir/ValueSet/performer-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.433",ProcedurePerformerRoleCodes,Procedure Performer Role Codes,"This example value set defines the set of codes that can be used to indicate a role of a procedure performer.","StructureDefinition/fr-procedure-technique-imagerie-dicom,StructureDefinition/fr-procedure-transport-Professionnel,StructureDefinition/fr-medication-request-document,StructureDefinition/fr-acte,StructureDefinition/fr-procedurede-transport-patient,StructureDefinition/fr-procedure-exposition-patient-dicom","SCT"
http://hl7.org/fhir/ValueSet/procedure-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.430",ProcedureCategoryCodes(SNOMEDCT),Procedure Category Codes (SNOMED CT),"Procedure Category code: A selection of relevant SNOMED CT codes.","StructureDefinition/fr-procedure-technique-imagerie-dicom,StructureDefinition/fr-procedure-transport-Professionnel,StructureDefinition/fr-acte,StructureDefinition/fr-procedurede-transport-patient,StructureDefinition/fr-procedure-exposition-patient-dicom","SCT"
http://hl7.org/fhir/ValueSet/procedure-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.427",ProcedureCodes(SNOMEDCT),Procedure Codes (SNOMED CT),"Procedure Code: All SNOMED CT procedure codes.","StructureDefinition/fr-care-plan-document,StructureDefinition/fr-procedure-transport-Professionnel,StructureDefinition/fr-acte,StructureDefinition/fr-procedurede-transport-patient,StructureDefinition/fr-service-request-demande-d-examen-ou-de-suivi,StructureDefinition/fr-procedure-exposition-patient-dicom","SCT"
http://hl7.org/fhir/ValueSet/procedure-followup,4.0.1,draft,"2.16.840.1.113883.4.642.3.429",ProcedureFollowUpCodes(SNOMEDCT),Procedure Follow up Codes (SNOMED CT),"Procedure follow up codes: A selection of SNOMED CT codes relevant to procedure follow up.","StructureDefinition/fr-procedure-technique-imagerie-dicom,StructureDefinition/fr-procedure-transport-Professionnel,StructureDefinition/fr-acte,StructureDefinition/fr-procedurede-transport-patient,StructureDefinition/fr-procedure-exposition-patient-dicom","SCT"
http://hl7.org/fhir/ValueSet/procedure-not-performed-reason,4.0.1,active,"2.16.840.1.113883.4.642.3.431",ProcedureNotPerformedReason(SNOMED-CT),Procedure Not Performed Reason (SNOMED-CT),"Situation codes describing the reason that a procedure, which might otherwise be expected, was not performed, or a procedure that was started and was not completed. Consists of SNOMED CT codes, children of procedure contraindicated (183932001), procedure discontinued (416406003), procedure not done (416237000), procedure not indicated (428119001), procedure not offered (416064006), procedure not wanted (416432009), procedure refused (183944003), and procedure stopped (394908001).","StructureDefinition/fr-procedure-technique-imagerie-dicom,StructureDefinition/fr-procedure-transport-Professionnel,StructureDefinition/fr-acte,StructureDefinition/fr-procedurede-transport-patient,StructureDefinition/fr-procedure-exposition-patient-dicom","SCT"
http://hl7.org/fhir/ValueSet/procedure-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.3.428",ProcedureOutcomeCodes(SNOMEDCT),Procedure Outcome Codes (SNOMED CT),"Procedure Outcome code: A selection of relevant SNOMED CT codes.","StructureDefinition/fr-procedure-technique-imagerie-dicom,StructureDefinition/fr-procedure-transport-Professionnel,StructureDefinition/fr-acte,StructureDefinition/fr-procedurede-transport-patient,StructureDefinition/fr-procedure-exposition-patient-dicom","SCT"
http://hl7.org/fhir/ValueSet/procedure-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.432",ProcedureReasonCodes,Procedure Reason Codes,"This example value set defines the set of codes that can be used to indicate a reason for a procedure.","StructureDefinition/fr-imaging-study-examen-imagerie-dicom,StructureDefinition/fr-procedure-technique-imagerie-dicom,StructureDefinition/fr-procedure-transport-Professionnel,StructureDefinition/fr-acte,StructureDefinition/fr-procedurede-transport-patient,StructureDefinition/fr-service-request-demande-d-examen-ou-de-suivi,StructureDefinition/fr-procedure-exposition-patient-dicom,StructureDefinition/fr-media-image-illustrative","SCT"
http://hl7.org/fhir/ValueSet/quantity-comparator,4.0.1,active,"2.16.840.1.113883.4.642.3.59",QuantityComparator,QuantityComparator,"How the Quantity should be understood and represented.","StructureDefinition/fr-administration-radiopharmaceutique-dicom,StructureDefinition/fr-medication-dispense-document,StructureDefinition/fr-quantity-dicom","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/reaction-event-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.135",AllergyIntoleranceSeverity,AllergyIntoleranceSeverity,"Clinical assessment of the severity of a reaction event as a whole, potentially considering multiple different manifestations.","StructureDefinition/fr-allergie-intolerance","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/reason-medication-given-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.344",ReasonMedicationGivenCodes,Reason Medication Given Codes,"This value set is provided as an example. The value set to instantiate this attribute should be drawn from a robust terminology code system that consists of or contains concepts to support the medication process.","StructureDefinition/fr-administration-radiopharmaceutique-dicom,StructureDefinition/fr-administration-produits-de-sante-dicom,StructureDefinition/fr-medication-administration-document","THO"
http://hl7.org/fhir/ValueSet/reason-medication-not-given-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.342",SNOMEDCTReasonMedicationNotGivenCodes,SNOMED CT Reason Medication Not Given Codes,"This value set includes all medication refused, medication not administered, and non-administration of necessary drug or medicine codes from SNOMED CT - provided as an exemplar value set.","StructureDefinition/fr-administration-radiopharmaceutique-dicom,StructureDefinition/fr-administration-produits-de-sante-dicom,StructureDefinition/fr-medication-administration-document","SCT"
http://hl7.org/fhir/ValueSet/reason-medication-status-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.369",SNOMEDCTDrugTherapyStatusCodes,SNOMED CT Drug Therapy Status codes ,"This value set includes some taken and not taken reason codes from SNOMED CT - provided as an exemplar","StructureDefinition/fr-medication-statement-document","SCT"
http://hl7.org/fhir/ValueSet/referencerange-appliesto,4.0.1,draft,"2.16.840.1.113883.4.642.3.407",ObservationReferenceRangeAppliesToCodes,Observation Reference Range Applies To Codes,"This value set defines a set of codes that can be used to indicate the particular target population the reference range applies to.","StructureDefinition/fr-en-rapport-avec-accident-travail,StructureDefinition/fr-batterie-examen-et-surveillance-prenataux,StructureDefinition/fr-observation-statut-document,StructureDefinition/fr-observation-resultat-document,StructureDefinition/fr-observation-recherche-micro-organismes,StructureDefinition/fr-batterie-examen-biologie-medicale,StructureDefinition/fr-non-remboursable,StructureDefinition/fr-observation-contexte,StructureDefinition/fr-hors-nomenclature,StructureDefinition/fr-en-rapport-avec-la-prevention,StructureDefinition/fr-observation-renouvellement,StructureDefinition/fr-observation-grossesse-document,StructureDefinition/fr-en-rapport-avec-ald,StructureDefinition/fr-observation-difficulte,StructureDefinition/fr-signes-vitaux-document,StructureDefinition/fr-administration-de-derives-du-sang,StructureDefinition/fr-observation-groupe-questionnaires-evaluation,StructureDefinition/fr-observation-transfusion-de-produits-sanguins,StructureDefinition/fr-observation-statut,StructureDefinition/fr-observation-modalite-sortie,StructureDefinition/fr-acte-biologie-prescrit,StructureDefinition/fr-resultats-examens-de-biologie-element-clinique-pertinent,StructureDefinition/fr-quantity-dicom,StructureDefinition/fr-historique-de-la-grossesse,StructureDefinition/fr-observation-isolat-microbiologique,StructureDefinition/fr-observation-synthese-medicale-sejour-document,StructureDefinition/fr-observation-dicom,StructureDefinition/fr-observation-sur-echelle-douleur,StructureDefinition/fr-observation-naissance-document,StructureDefinition/fr-observation-evaluation,StructureDefinition/fr-signes-vital-Observe-document,StructureDefinition/fr-observation-modalite-entree,StructureDefinition/fr-accidents-transfusionnels,StructureDefinition/fr-observation-habitus-mode-de-vie,StructureDefinition/fr-objectifs-de-reference-dicom","SCT"
http://hl7.org/fhir/ValueSet/referencerange-meaning,4.0.1,draft,"2.16.840.1.113883.4.642.3.397",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","StructureDefinition/fr-en-rapport-avec-accident-travail,StructureDefinition/fr-batterie-examen-et-surveillance-prenataux,StructureDefinition/fr-observation-statut-document,StructureDefinition/fr-observation-resultat-document,StructureDefinition/fr-observation-recherche-micro-organismes,StructureDefinition/fr-batterie-examen-biologie-medicale,StructureDefinition/fr-non-remboursable,StructureDefinition/fr-observation-contexte,StructureDefinition/fr-hors-nomenclature,StructureDefinition/fr-en-rapport-avec-la-prevention,StructureDefinition/fr-observation-renouvellement,StructureDefinition/fr-observation-grossesse-document,StructureDefinition/fr-en-rapport-avec-ald,StructureDefinition/fr-observation-difficulte,StructureDefinition/fr-signes-vitaux-document,StructureDefinition/fr-administration-de-derives-du-sang,StructureDefinition/fr-observation-groupe-questionnaires-evaluation,StructureDefinition/fr-observation-transfusion-de-produits-sanguins,StructureDefinition/fr-observation-statut,StructureDefinition/fr-observation-modalite-sortie,StructureDefinition/fr-acte-biologie-prescrit,StructureDefinition/fr-resultats-examens-de-biologie-element-clinique-pertinent,StructureDefinition/fr-quantity-dicom,StructureDefinition/fr-historique-de-la-grossesse,StructureDefinition/fr-observation-isolat-microbiologique,StructureDefinition/fr-observation-synthese-medicale-sejour-document,StructureDefinition/fr-observation-dicom,StructureDefinition/fr-observation-sur-echelle-douleur,StructureDefinition/fr-observation-naissance-document,StructureDefinition/fr-observation-evaluation,StructureDefinition/fr-signes-vital-Observe-document,StructureDefinition/fr-observation-modalite-entree,StructureDefinition/fr-accidents-transfusionnels,StructureDefinition/fr-observation-habitus-mode-de-vie,StructureDefinition/fr-objectifs-de-reference-dicom","THO"
http://hl7.org/fhir/ValueSet/relatedperson-relationshiptype,4.0.1,draft,"2.16.840.1.113883.4.642.3.449",PatientRelationshipType,Patient relationship type,"A set of codes that can be used to indicate the relationship between a Patient and a Related Person.","StructureDefinition/fr-related-person-document","THO (V3),THO (V2)"
http://hl7.org/fhir/ValueSet/request-intent,4.0.1,draft,"2.16.840.1.113883.4.642.3.113",RequestIntent,RequestIntent,"Codes indicating the degree of authority/intentionality associated with a request.","StructureDefinition/fr-device-request-medicaldevice","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/request-priority,4.0.1,draft,"2.16.840.1.113883.4.642.3.115",RequestPriority,Request priority,"The clinical priority of a diagnostic order.","StructureDefinition/fr-medication-request-document,StructureDefinition/fr-service-request-demande-d-examen-ou-de-suivi,StructureDefinition/fr-device-request-medicaldevice","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/request-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.111",RequestStatus,RequestStatus,"Codes identifying the lifecycle stage of a request.","StructureDefinition/fr-care-plan-document,StructureDefinition/fr-service-request-demande-d-examen-ou-de-suivi,StructureDefinition/fr-device-request-medicaldevice","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/resource-types,4.0.1,active,"2.16.840.1.113883.4.642.3.27",ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","StructureDefinition/fr-en-rapport-avec-accident-travail,StructureDefinition/fr-batterie-examen-et-surveillance-prenataux,StructureDefinition/fr-observation-statut-document,StructureDefinition/fr-observation-resultat-document,StructureDefinition/fr-observation-recherche-micro-organismes,StructureDefinition/fr-acte,StructureDefinition/fr-batterie-examen-biologie-medicale,StructureDefinition/fr-non-remboursable,StructureDefinition/fr-procedurede-transport-patient,StructureDefinition/fr-observation-contexte,StructureDefinition/fr-hors-nomenclature,StructureDefinition/fr-en-rapport-avec-la-prevention,StructureDefinition/fr-observation-renouvellement,StructureDefinition/fr-en-rapport-avec-ald,StructureDefinition/fr-observation-difficulte,StructureDefinition/fr-media-image-illustrative,StructureDefinition/fr-signes-vitaux-document,StructureDefinition/fr-procedure-technique-imagerie-dicom,StructureDefinition/fr-vaccination-document,StructureDefinition/fr-medication-request-document,StructureDefinition/fr-encounter-evenement-document,StructureDefinition/fr-condition,StructureDefinition/fr-administration-de-derives-du-sang,StructureDefinition/fr-service-request-demande-d-examen-ou-de-suivi,StructureDefinition/fr-composition-document,StructureDefinition/fr-observation-transfusion-de-produits-sanguins,StructureDefinition/fr-encounter,StructureDefinition/fr-observation-statut,StructureDefinition/fr-observation-modalite-sortie,StructureDefinition/fr-procedure-exposition-patient-dicom,StructureDefinition/fr-resultats-examens-de-biologie-element-clinique-pertinent,StructureDefinition/fr-device-request-medicaldevice,StructureDefinition/fr-device-use-statement-medicaldevice,StructureDefinition/fr-procedure-transport-Professionnel,StructureDefinition/fr-observation-isolat-microbiologique,StructureDefinition/fr-observation-synthese-medicale-sejour-document,StructureDefinition/fr-diagnostic-report-document,StructureDefinition/fr-observation-evaluation,StructureDefinition/fr-signes-vital-Observe-document,StructureDefinition/fr-observation-modalite-entree,StructureDefinition/fr-location-document,StructureDefinition/fr-accidents-transfusionnels","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/route-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.98",SNOMEDCTRouteCodes,SNOMED CT Route Codes,"This value set includes all Route codes from SNOMED CT - provided as an exemplar.","StructureDefinition/fr-administration-radiopharmaceutique-dicom,StructureDefinition/fr-allergie-intolerance,StructureDefinition/fr-administration-produits-de-sante-dicom,StructureDefinition/fr-medication-dispense-document,StructureDefinition/fr-prescription-extension","SCT"
http://hl7.org/fhir/ValueSet/search-entry-mode,4.0.1,active,"2.16.840.1.113883.4.642.3.622",SearchEntryMode,SearchEntryMode,"Why an entry is in the result set - whether it's included as a match or because of an _include requirement, or to convey information or warning information about the search process.","StructureDefinition/fr-bundle-document","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/security-labels,4.0.1,active,"2.16.840.1.113883.4.642.3.47",All Security Labels,SecurityLabels,"A single value set for all security labels defined by FHIR.","StructureDefinition/fr-organization-document,StructureDefinition/fr-practitionerRole-document,StructureDefinition/fr-related-person-document,StructureDefinition/fr-device-document,StructureDefinition/fr-references-externes-document,StructureDefinition/fr-practitioner-document,StructureDefinition/fr-patient-ins-document,StructureDefinition/fr-encounter-document,StructureDefinition/fr-location-document,StructureDefinition/fr-composition-document,StructureDefinition/fr-directive-anticipee,StructureDefinition/fr-patient-document,StructureDefinition/fr-document-reference",
http://hl7.org/fhir/ValueSet/security-role-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.978",SecurityRoleType,SecurityRoleType,"This example FHIR value set is comprised of example Actor Type codes, which can be used to value FHIR agents, actors, and other role         elements such as those specified in financial transactions. The FHIR Actor value set is based on    DICOM Audit Message, C402;   ASTM Standard, E1762-95 [2013]; selected codes and          derived actor roles from HL7 RoleClass OID 2.16.840.1.113883.5.110;    HL7 Role Code 2.16.840.1.113883.5.111, including AgentRoleType;          HL7 ParticipationType OID: 2.16.840.1.113883.5.90; and    HL7 ParticipationFunction codes OID: 2.16.840.1.113883.5.88.           This value set includes, by reference, role codes from external code systems: NUCC Health Care Provider Taxonomy OID: 2.16.840.1.113883.6.101;          North American Industry Classification System [NAICS]OID: 2.16.840.1.113883.6.85; IndustryClassificationSystem 2.16.840.1.113883.1.11.16039;          and US Census Occupation Code OID: 2.16.840.1.113883.6.243 for relevant recipient or custodian codes not included in this value set.            If no source is indicated in the definition comments, then these are example FHIR codes.          It can be extended with appropriate roles described by SNOMED as well as those described in the HL7 Role Based Access Control Catalog and the          HL7 Healthcare (Security and Privacy) Access Control Catalog.            In Role-Based Access Control (RBAC), permissions are operations on an object that a user wishes to access. Permissions are grouped into roles.          A role characterizes the functions a user is allowed to perform. Roles are assigned to users. If the user's role has the appropriate permissions          to access an object, then that user is granted access to the object. FHIR readily enables RBAC, as FHIR Resources are object types and the CRUDE          events (the FHIR equivalent to permissions in the RBAC scheme) are operations on those objects.          In Attribute-Based Access Control (ABAC), a user requests to perform operations on objects. That user's access request is granted or denied          based on a set of access control policies that are specified in terms of attributes and conditions. FHIR readily enables ABAC, as instances of          a Resource in FHIR (again, Resources are object types) can have attributes associated with them. These attributes include security tags,          environment conditions, and a host of user and object characteristics, which are the same attributes as those used in ABAC. Attributes help          define the access control policies that determine the operations a user may perform on a Resource (in FHIR) or object (in ABAC). For example,          a tag (or attribute) may specify that the identified Resource (object) is not to be further disclosed without explicit consent from the patient.","StructureDefinition/fr-directive-anticipee","THO (V3),THO,DICOM"
http://hl7.org/fhir/ValueSet/series-performer-function,4.0.1,draft,"2.16.840.1.113883.4.642.3.989",ImagingStudySeriesPerformerFunction,ImagingStudy series performer function,"Performer function of an agent in an imaging study series","StructureDefinition/fr-imaging-study-examen-imagerie-dicom","THO (V3)"
http://hl7.org/fhir/ValueSet/service-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.518",ServiceType,Service type,"This value set defines an example set of codes of service-types.","StructureDefinition/fr-encounter-evenement-document,StructureDefinition/fr-encounter-document,StructureDefinition/fr-encounter","THO"
http://hl7.org/fhir/ValueSet/servicerequest-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.434",ServiceRequestCategoryCodes,Service Request Category Codes,"An example value set of SNOMED CT concepts that can classify a requested service","StructureDefinition/fr-service-request-demande-d-examen-ou-de-suivi","SCT"
